Orig Sort,industry_id_new,industry,industry_en,id_field,field_sort_key,field_name_de,field_name_en,sub_topic_sort,sub_topic_name_de,sub_topic_name_en,criteria_name_de,criteria_name_en,criteria_type_de,criteria_type_en,version,exclude_ghg,import_handler_ghg_exclusion,Ind_Cr_Id,,,industry_en,criteria_name_en
789,34,Feinhandwerk und Reparatur,repair,34_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,34_5,,,repair,Climate neutral operation
790,34,Feinhandwerk und Reparatur,repair,34_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,34_6,,,repair,Carbon Footprint
791,34,Feinhandwerk und Reparatur,repair,34_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,7,34_7,,,repair,Working conditions
129,35,"Papier, Karton, Pappe",paper,35_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,1,35_1,,,paper,Paper and digital
130,35,"Papier, Karton, Pappe",paper,35_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,35_2,,,paper,Resource efficiency
131,35,"Papier, Karton, Pappe",paper,35_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,35_3,,,paper,Reuse and recycling
132,35,"Papier, Karton, Pappe",paper,35_1,1,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,4,35_4,,,paper,Water conservation
133,35,"Papier, Karton, Pappe",paper,35_2,2,Natur,Nature,8,Biodiversität,Biodiversity,Nachhaltige Forstwirtschaft,Sustainable forestry,Maßnahmen/Lösungen,Action/Solution,5,,5,35_5,,,paper,Sustainable forestry
134,35,"Papier, Karton, Pappe",paper,35_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,35_6,,,paper,Climate neutral operation
135,35,"Papier, Karton, Pappe",paper,35_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,35_7,,,paper,Carbon Footprint
145,36,Chemische Industrie,chemical,36_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,36_1,,,chemical,Energy efficiency
146,36,Chemische Industrie,chemical,36_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,36_2,,,chemical,Renewable energies
147,36,Chemische Industrie,chemical,36_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,3,36_3,,,chemical,Industrial processes
148,36,Chemische Industrie,chemical,36_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO?-Entfernung,CO2 removal,Maßnahmen/Lösungen,Action/Solution,5,,4,36_4,,,chemical,CO2 removal
149,36,Chemische Industrie,chemical,36_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,36_5,,,chemical,Carbon Footprint
150,36,Chemische Industrie,chemical,36_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,36_6,,,chemical,Circular solutions
151,36,Chemische Industrie,chemical,36_3,3,Natur,Nature,7,Schadstoffe,Pollution,Gefährliche Substanzen,Hazardous substances,Maßnahmen/Lösungen,Action/Solution,5,,7,36_7,,,chemical,Hazardous substances
161,37,Kunststoff- und Gummiindustrie,plastic,37_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,37_1,,,plastic,Circular design
162,37,Kunststoff- und Gummiindustrie,plastic,37_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,2,37_2,,,plastic,Materials
163,37,Kunststoff- und Gummiindustrie,plastic,37_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,3,37_3,,,plastic,Resource efficiency
164,37,Kunststoff- und Gummiindustrie,plastic,37_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,4,37_4,,,plastic,Reuse and recycling
165,37,Kunststoff- und Gummiindustrie,plastic,37_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,37_5,,,plastic,Climate neutral operation
166,37,Kunststoff- und Gummiindustrie,plastic,37_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,37_6,,,plastic,Carbon Footprint
167,37,Kunststoff- und Gummiindustrie,plastic,37_3,3,Natur,Nature,7,Schadstoffe,Pollution,Schadstoffe Wasser,Pollution to Water,Maßnahmen/Lösungen,Action/Solution,5,,7,37_7,,,plastic,Pollution to Water
169,38,Glas- und Keramikindustrie,glass,38_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,38_1,,,glass,Circular design
170,38,Glas- und Keramikindustrie,glass,38_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,2,38_2,,,glass,Materials
171,38,Glas- und Keramikindustrie,glass,38_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,3,38_3,,,glass,Resource efficiency
172,38,Glas- und Keramikindustrie,glass,38_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,4,38_4,,,glass,Reuse and recycling
173,38,Glas- und Keramikindustrie,glass,38_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,38_5,,,glass,Climate neutral operation
174,38,Glas- und Keramikindustrie,glass,38_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,38_6,,,glass,Carbon Footprint
175,38,Glas- und Keramikindustrie,glass,38_3,3,Natur,Nature,8,Biodiversität,Biodiversity,Ökosysteme,Ecosystems,Maßnahmen/Lösungen,Action/Solution,5,,7,38_7,,,glass,Ecosystems
217,39,Metallindustrie,metal,39_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,1,39_1,,,metal,Industrial processes
218,39,Metallindustrie,metal,39_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,39_2,,,metal,Energy efficiency
219,39,Metallindustrie,metal,39_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,39_3,,,metal,Renewable energies
220,39,Metallindustrie,metal,39_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO?-Entfernung,CO2 removal,Maßnahmen/Lösungen,Action/Solution,5,,4,39_4,,,metal,CO2 removal
221,39,Metallindustrie,metal,39_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,39_5,,,metal,Carbon Footprint
222,39,Metallindustrie,metal,39_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,6,39_6,,,metal,Reuse and recycling
223,39,Metallindustrie,metal,39_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,39_7,,,metal,Occupational safety and health
457,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimafreundliche Produkte,Climate-friendly products,Maßnahmen/Lösungen,Action/Solution,5,,1,40_1,,,chemical_wholesale,Climate-friendly products
458,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO2-Transparenz und -Anreize,CO2 transparency and incentives,Maßnahmen/Lösungen,Action/Solution,5,,2,40_2,,,chemical_wholesale,CO2 transparency and incentives
459,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,3,40_3,,,chemical_wholesale,Transportation
460,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,4,40_4,,,chemical_wholesale,Renewable energies
461,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,40_5,,,chemical_wholesale,Carbon Footprint
462,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,40_6,,,chemical_wholesale,Circular solutions
463,40,Chemie- und Materialgroßhandel,chemical_wholesale,40_3,3,Natur,Nature,7,Schadstoffe,Pollution,Gefährliche Substanzen,Hazardous substances,Maßnahmen/Lösungen,Action/Solution,5,,7,40_7,,,chemical_wholesale,Hazardous substances
121,41,Holzverarbeitung,wood_processing,41_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,41_1,,,wood_processing,Circular design
122,41,Holzverarbeitung,wood_processing,41_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,41_2,,,wood_processing,Resource efficiency
123,41,Holzverarbeitung,wood_processing,41_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,41_3,,,wood_processing,Reuse and recycling
124,41,Holzverarbeitung,wood_processing,41_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Abfallvermeidung,Waste prevention,Maßnahmen/Lösungen,Action/Solution,5,,4,41_4,,,wood_processing,Waste prevention
125,41,Holzverarbeitung,wood_processing,41_2,2,Natur,Nature,8,Biodiversität,Biodiversity,Nachhaltige Forstwirtschaft,Sustainable forestry,Maßnahmen/Lösungen,Action/Solution,5,,5,41_5,,,wood_processing,Sustainable forestry
126,41,Holzverarbeitung,wood_processing,41_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,41_6,,,wood_processing,Climate neutral operation
127,41,Holzverarbeitung,wood_processing,41_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,41_7,,,wood_processing,Carbon Footprint
225,42,Metall- und Mineralienverarbeitung,metal_processing,42_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimafreundliche Produkte,Climate-friendly products,Maßnahmen/Lösungen,Action/Solution,5,,1,42_1,,,metal_processing,Climate-friendly products
226,42,Metall- und Mineralienverarbeitung,metal_processing,42_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,42_2,,,metal_processing,Energy efficiency
227,42,Metall- und Mineralienverarbeitung,metal_processing,42_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,42_3,,,metal_processing,Renewable energies
228,42,Metall- und Mineralienverarbeitung,metal_processing,42_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,4,42_4,,,metal_processing,Transportation
229,42,Metall- und Mineralienverarbeitung,metal_processing,42_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,42_5,,,metal_processing,Carbon Footprint
230,42,Metall- und Mineralienverarbeitung,metal_processing,42_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,6,42_6,,,metal_processing,Reuse and recycling
231,42,Metall- und Mineralienverarbeitung,metal_processing,42_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,42_7,,,metal_processing,Occupational safety and health
177,43,"Zement, Beton, Baumaterialien",building_material,43_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,1,43_1,,,building_material,Industrial processes
178,43,"Zement, Beton, Baumaterialien",building_material,43_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,43_2,,,building_material,Renewable energies
179,43,"Zement, Beton, Baumaterialien",building_material,43_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,3,43_3,,,building_material,Energy efficiency
180,43,"Zement, Beton, Baumaterialien",building_material,43_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,4,43_4,,,building_material,Transportation
181,43,"Zement, Beton, Baumaterialien",building_material,43_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,43_5,,,building_material,Carbon Footprint
182,43,"Zement, Beton, Baumaterialien",building_material,43_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,43_6,,,building_material,Circular solutions
183,43,"Zement, Beton, Baumaterialien",building_material,43_3,3,Natur,Nature,8,Biodiversität,Biodiversity,Flächenversiegelung,Land sealing,Maßnahmen/Lösungen,Action/Solution,5,,7,43_7,,,building_material,Land sealing
201,44,Anstrichmittel und Farben,paint,44_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,1,44_1,,,paint,Materials
202,44,Anstrichmittel und Farben,paint,44_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,44_2,,,paint,Resource efficiency
203,44,Anstrichmittel und Farben,paint,44_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,3,44_3,,,paint,Circular design
204,44,Anstrichmittel und Farben,paint,44_1,1,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,4,44_4,,,paint,Water conservation
205,44,Anstrichmittel und Farben,paint,44_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,44_5,,,paint,Climate neutral operation
206,44,Anstrichmittel und Farben,paint,44_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,44_6,,,paint,Carbon Footprint
207,44,Anstrichmittel und Farben,paint,44_3,3,Natur,Nature,7,Schadstoffe,Pollution,Gefährliche Substanzen,Hazardous substances,Maßnahmen/Lösungen,Action/Solution,5,,7,44_7,,,paint,Hazardous substances
409,45,Bauindustrie,construction,45_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Gebäude,Buildings,Maßnahmen/Lösungen,Action/Solution,5,,1,45_1,,,construction,Buildings
410,45,Bauindustrie,construction,45_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,45_2,,,construction,Energy efficiency
411,45,Bauindustrie,construction,45_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,45_3,,,construction,Renewable energies
412,45,Bauindustrie,construction,45_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,45_4,,,construction,Climate neutral operation
413,45,Bauindustrie,construction,45_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,45_5,,,construction,Carbon Footprint
414,45,Bauindustrie,construction,45_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,6,45_6,,,construction,Materials
415,45,Bauindustrie,construction,45_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,45_7,,,construction,Occupational safety and health
441,46,Bauhandwerk,building_trade,46_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Gebäude,Buildings,Maßnahmen/Lösungen,Action/Solution,5,,1,46_1,,,building_trade,Buildings
442,46,Bauhandwerk,building_trade,46_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,46_2,,,building_trade,Energy efficiency
443,46,Bauhandwerk,building_trade,46_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,46_3,,,building_trade,Renewable energies
444,46,Bauhandwerk,building_trade,46_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,4,46_4,,,building_trade,Transportation
445,46,Bauhandwerk,building_trade,46_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,46_5,,,building_trade,Carbon Footprint
446,46,Bauhandwerk,building_trade,46_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,6,46_6,,,building_trade,Materials
447,46,Bauhandwerk,building_trade,46_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,46_7,,,building_trade,Occupational safety and health
625,47,Immobilienwirtschaft,real_estate,47_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,47_1,,,real_estate,Energy efficiency
626,47,Immobilienwirtschaft,real_estate,47_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,47_2,,,real_estate,Renewable energies
627,47,Immobilienwirtschaft,real_estate,47_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Mobilität und Reisen,Mobility and travel,Maßnahmen/Lösungen,Action/Solution,5,,3,47_3,,,real_estate,Mobility and travel
628,47,Immobilienwirtschaft,real_estate,47_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,47_4,,,real_estate,Carbon Footprint
629,47,Immobilienwirtschaft,real_estate,47_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimaresilienz,Climate resilience,Maßnahmen/Lösungen,Action/Solution,5,,5,47_5,,,real_estate,Climate resilience
630,47,Immobilienwirtschaft,real_estate,47_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,6,47_6,,,real_estate,Materials
631,47,Immobilienwirtschaft,real_estate,47_3,3,Gesellschaft,Society,12,Endkunden,End customers,Bezahlbarkeit,Affordability,Maßnahmen/Lösungen,Action/Solution,5,,7,47_7,,,real_estate,Affordability
633,48,Architektur und Bauingenieurwesen,architecture,48_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Gebäude,Buildings,Maßnahmen/Lösungen,Action/Solution,5,,1,48_1,,,architecture,Buildings
634,48,Architektur und Bauingenieurwesen,architecture,48_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,48_2,,,architecture,Energy efficiency
635,48,Architektur und Bauingenieurwesen,architecture,48_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,48_3,,,architecture,Renewable energies
636,48,Architektur und Bauingenieurwesen,architecture,48_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,48_4,,,architecture,Carbon Footprint
637,48,Architektur und Bauingenieurwesen,architecture,48_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimaresilienz,Climate resilience,Maßnahmen/Lösungen,Action/Solution,5,,5,48_5,,,architecture,Climate resilience
638,48,Architektur und Bauingenieurwesen,architecture,48_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,6,48_6,,,architecture,Circular design
639,48,Architektur und Bauingenieurwesen,architecture,48_3,3,Gesellschaft,Society,12,Endkunden,End customers,Bezahlbarkeit,Affordability,Maßnahmen/Lösungen,Action/Solution,5,,7,48_7,,,architecture,Affordability
529,49,Baumärkte,diy,49_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,49_1,,,diy,Circular design
530,49,Baumärkte,diy,49_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,2,49_2,,,diy,Materials
531,49,Baumärkte,diy,49_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,49_3,,,diy,Reuse and recycling
532,49,Baumärkte,diy,49_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Verpackung,Packing,Maßnahmen/Lösungen,Action/Solution,5,,4,49_4,,,diy,Packing
533,49,Baumärkte,diy,49_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Gebäude,Buildings,Maßnahmen/Lösungen,Action/Solution,5,,5,49_5,,,diy,Buildings
534,49,Baumärkte,diy,49_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,49_6,,,diy,Carbon Footprint
535,49,Baumärkte,diy,49_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,49_7,,,diy,Human rights
289,50,Motoren und Turbinen,engines,50_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,50_1,,,engines,Energy efficiency
290,50,Motoren und Turbinen,engines,50_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,50_2,,,engines,Renewable energies
291,50,Motoren und Turbinen,engines,50_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,3,50_3,,,engines,Industrial processes
292,50,Motoren und Turbinen,engines,50_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,50_4,,,engines,Climate neutral operation
293,50,Motoren und Turbinen,engines,50_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,50_5,,,engines,Carbon Footprint
294,50,Motoren und Turbinen,engines,50_2,2,Natur,Nature,7,Schadstoffe,Pollution,Schadstoffe Luft,Pollution to Air,Maßnahmen/Lösungen,Action/Solution,5,,6,50_6,,,engines,Pollution to Air
295,50,Motoren und Turbinen,engines,50_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,50_7,,,engines,Occupational safety and health
297,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,51_1,,,hydraulics,Energy efficiency
298,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,51_2,,,hydraulics,Renewable energies
299,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,3,51_3,,,hydraulics,Industrial processes
300,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,51_4,,,hydraulics,Climate neutral operation
301,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,51_5,,,hydraulics,Carbon Footprint
